program_id,program_name,pdf,Address,City,Zip
303910,CLEVELAND CHILD CARE INC (GILBERT),https://childcaresearch.ohio.gov//pdf/000000303910_2024-08-14_ANNUAL.pdf,3274 W 58TH ST,CLEVELAND,44102
304505,VALLEY CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000304505_2025-01-31_ANNUAL.pdf,87 E ORANGE ST,CHAGRIN FALLS,44022
305772,INTERGENERATIONAL DAY CARE,https://childcaresearch.ohio.gov//pdf/000000305772_2024-07-22_ANNUAL.pdf,620 EAST 185TH STREET,CLEVELAND,44119
305861,GOOD BEGINNINGS INC.,https://childcaresearch.ohio.gov//pdf/000000305861_2023-08-07_ANNUAL.pdf,5468 WARRENSVILLE CTR RD.,MAPLE,44137
306149,JERUSALEM LUTHERAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000306149_2025-01-15_ANNUAL.pdf,9282 ACME ROAD,SEVILLE,44273
306923,BETHESDA CHILDCARE CENTER,https://childcaresearch.ohio.gov//pdf/000000306923_2024-07-26_ANNUAL.pdf,28607 WOLF ROAD,BAY VILLAGE,44140
306927,"KIDDIE KAMPUS CHILD ENRICHMENT CENTER, INC",https://childcaresearch.ohio.gov//pdf/000000306927_2023-12-19_ANNUAL.pdf,20 W. GRACE STREET,BEDFORD,44146
308498,KINDERCARE OF AVON,https://childcaresearch.ohio.gov//pdf/000000308498_2025-01-22_ANNUAL.pdf,35680 DETROIT RD,AVON,44011
400023,WORTHINGTON PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000400023_2025-01-16_ANNUAL.pdf,773 N HIGH ST,WORTHINGTON,43085
400025,CARE AFTER SCHOOL - WORTHINGTON ESTATES,https://childcaresearch.ohio.gov//pdf/000000400025_2024-11-13_ANNUAL.pdf,6760 RIEBER ST,WORTHINGTON,43085
400142,MOONLIGHT CHILD CARE,https://childcaresearch.ohio.gov//pdf/000000400142_2025-01-15_ANNUAL.pdf,4656 W. BROAD ST,COLUMBUS,43228
400193,MIAMI VALLEY CDC-MEDWAY,https://childcaresearch.ohio.gov//pdf/000000400193_2024-09-09_ANNUAL.pdf,116 MIDDLE STREET,MEDWAY,45341
400566,WORLD OF WONDERMENT CDC,https://childcaresearch.ohio.gov//pdf/000000400566_2024-11-14_ANNUAL.pdf,215 N. 5TH STREET,KIRKERSVILLE,43033
400748,MILESTONE LANE,https://childcaresearch.ohio.gov//pdf/000000400748_2024-12-18_ANNUAL.pdf,201 N. GALENA RD.,SUNBURY,43074
400914,FAITH LUTHERAN CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000400914_2024-12-11_ANNUAL.pdf,170 MANSFIELD AVE,MT VERNON,43050
401127,PRIMROSE SCHOOL OF CANAL WINCHESTER,https://childcaresearch.ohio.gov//pdf/000000401127_2025-01-07_ANNUAL.pdf,6375 WINCHESTER BLVD,CANAL WINCHESTER,43110
401151,CITY CENTER CHILDCARE,https://childcaresearch.ohio.gov//pdf/000000401151_2024-08-12_ANNUAL.pdf,3721 BROADWAY,GROVE CITY,43123
401446,CREATIVE WORLD OF LEARNING - SPRINGFIELD,https://childcaresearch.ohio.gov//pdf/000000401446_2024-08-07_ANNUAL.pdf,332 KENSINGTON PLACE S,SPRINGFIELD,45503
402337,TRINITY LUTHERAN CHILD DEVELOPMENT CENTER,https://childcaresearch.ohio.gov//pdf/000000402337_2025-01-09_ANNUAL.pdf,18974 STATE ROUTE 12,ARCADIA,44804
