program_id,program_name,pdf,Address,City,Zip
402455,THE OHIO STATE UNIVERSITY CHILD CARE PROGRAM,https://childcaresearch.ohio.gov//pdf/000000402455_2024-01-31_ANNUAL.pdf,725 ACKERMAN RD,COLUMBUS,43202
402850,HOLY TRINITY CHILD DEVELOPMENT CENTER,https://childcaresearch.ohio.gov//pdf/000000402850_2024-11-07_ANNUAL.pdf,2001 NORTHWEST BOULEVARD,COLUMBUS,43212
403106,MAYWOOD LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000403106_2025-01-02_ANNUAL.pdf,1029 S BROAD ST,LANCASTER,43130
403687,YMCA OF DARKE COUNTY CHILD DEVELOPMENT CENTER,https://childcaresearch.ohio.gov//pdf/000000403687_2024-11-26_ANNUAL.pdf,301 WAGNER AVE BOX 128,GREENVILLE,45331
403711,LA PETITE ACADEMY,https://childcaresearch.ohio.gov//pdf/000000403711_2024-11-13_ANNUAL.pdf,50 BANNOCKBURN BLVD,BLACKLICK,43004
403814,YOUNG LEARNER'S WORLD OF BEAVERCREEK,https://childcaresearch.ohio.gov//pdf/000000403814_2023-11-29_ANNUAL.pdf,2308 LAKEVIEW DRIVE,BEAVERCREEK,45431
403871,OHIOHEALTH CHILDREN'S CENTER,https://childcaresearch.ohio.gov//pdf/000000403871_2024-10-28_ANNUAL.pdf,835 THOMAS LANE,COLUMBUS,43214
404833,THE PLAY AND LEARN EXPRESS,https://childcaresearch.ohio.gov//pdf/000000404833_2025-01-08_ANNUAL.pdf,369 N HIGH STREET,CHILLICOTHE,45601
405976,"BRIGHT BEGINNINGS, INC.",https://childcaresearch.ohio.gov//pdf/000000405976_2024-08-20_ANNUAL.pdf,2973 LANTZ ROAD,BEAVERCREEK,45434
406485,GREENE STREET DAY CARE/PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000406485_2024-11-26_ANNUAL.pdf,415 W GREENE ST,PIQUA,45356
407431,LAUGH AND LEARN DAY CARE LLC,https://childcaresearch.ohio.gov//pdf/000000407431_2024-12-10_ANNUAL.pdf,295 N LONG STREET,ASHVILLE,43103
407667,INDIAN SPRINGS Y-CLUB,https://childcaresearch.ohio.gov//pdf/000000407667_2024-11-04_ANNUAL.pdf,3828 HOME ROAD,POWELL,43065
408218,LEADS HEAD START UTICA,https://childcaresearch.ohio.gov//pdf/000000408218_2024-12-03_ANNUAL.pdf,308 N. MAIN STREET,UTICA,43080
408230,HHWP HEAD START- FOREST CENTER,https://childcaresearch.ohio.gov//pdf/000000408230_2023-11-15_ANNUAL.pdf,111 EAST DIXON STREET,FOREST,45843
409630,JC KIDS DAYCARE & LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000409630_2024-11-14_ANNUAL.pdf,464 STEWART ROAD,MANSFIELD,44905
409802,MEADOW VIEW CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000409802_2024-10-15_ANNUAL.pdf,6750 RAIDERS ROAD,FRAZEYSBURG,43822
410578,JUBBA DAYCARE WEST INC,https://childcaresearch.ohio.gov//pdf/000000410578_2025-01-22_ANNUAL.pdf,3770 WEST BROAD ST #70,COLUMBUS,43228
500187,GLCAP CHILD DEVELOPMENT PROGRAM - GENOA,https://childcaresearch.ohio.gov//pdf/000000500187_2024-10-07_ANNUAL.pdf,1224 WEST ST,GENOA,43430
500276,"A RAINBOW'S TREASURE, LLC",https://childcaresearch.ohio.gov//pdf/000000500276_2024-07-15_ANNUAL.pdf,4725 DORR ST,TOLEDO,43615
500278,CAREBARE CHILDCARE LLC,https://childcaresearch.ohio.gov//pdf/000000500278_2024-12-10_ANNUAL.pdf,6214 N. SUMMIT ST,TOLEDO,43611
500327,LITTLE MIRACLES MONTESSORI SCHOOL-ST ELIAS,https://childcaresearch.ohio.gov//pdf/000000500327_2024-02-27_ANNUAL.pdf,4940 HARROUN RD,SYLVANIA,43560
501156,CHILD'S WORLD PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000501156_2024-10-15_ANNUAL.pdf,300 SHORT-BUEHRER RD,ARCHBOLD,43502
501304,COMMUNITY CHILD CARE CENTER,https://childcaresearch.ohio.gov//pdf/000000501304_2024-10-09_ANNUAL.pdf,58 E MAIN ST,NEW LONDON,44851
501509,CROSSWOOD UNITED METHODIST CHRISTIAN PRESCHOOL,https://childcaresearch.ohio.gov//pdf/000000501509_2024-10-08_ANNUAL.pdf,1551 RICHLAND RD,MARION,43302
502522,POPLAR RIDGE TRAINING STATION,https://childcaresearch.ohio.gov//pdf/000000502522_2024-11-18_ANNUAL.pdf,06970 DOMERSVILLE RD,DEFIANCE,43512
502926,YMCA CHILD CARE @ ANDERSON FAMILY ENRICHMENT CENTER,https://childcaresearch.ohio.gov//pdf/000000502926_2024-07-11_ANNUAL.pdf,2100 S HOLLAND SYLVANIA RD,MAUMEE,43537
503231,CENTRAL HEAD START,https://childcaresearch.ohio.gov//pdf/000000503231_2024-02-06_ANNUAL.pdf,540 S. CENTRAL,LIMA,45804
503339,WEE CARE LEARNING CENTER,https://childcaresearch.ohio.gov//pdf/000000503339_2024-02-27_ANNUAL.pdf,10485 VAN WERT DECATUR RD,VAN WERT,45891
504167,IMAGINATIVE BEGINNINGS EARLY LEARNING CENTER LLC,https://childcaresearch.ohio.gov//pdf/000000504167_2024-10-24_ANNUAL.pdf,4937 WOODVILLE RD,NORTHWOOD,43619
